,Text Summarization,Docs
1334,"L’ESMA a mis à jour une nouvelle fois son document Questions and Answers - Implementation of the Regulation (EU) N° 648/2012 on OTC derivatives, central counterparties and trade repositories (EMIR), le 24 octobre 2014. Cette mise à jour inclut de nouveaux conseils sur la déclaration des opérations à des référentiels centraux ainsi qu’un tableau de validation.
Les principales précisions apportées concernent des questions sur les référentiels centraux :
- Reporting des positions en suspens après l’entrée en vigueur d’EMIR (saisie a posteriori)
- Codes
- Reporting aux référentiels centraux : 
o génération des UTI
o champs vides
o indicateurs d’achat / vente pour les swaps
- Accès aux données pour les autorités
- Transactions terminées avant l’échéance de reporting
- Transactions de blocs et allocations
Par ailleurs, la liste des Chambres de compensation ayant reçu l’agrément de l’ESMA dans le cadre de la réglementation EMIR a été élargie à 2 autres CCP au 4ème trimestre 2014 (Source : site Internet de l’ESMA) :
",
1335,"Le Décret n°2014-1053 du 16 septembre 2014 relatif au financement participatif a été publié au Journal officiel du 17 septembre 2014. Il vient préciser certaines modalités d’application de l’Ordonnance n°2014-559 du 30 mai 2014.
En particulier, s’agissant du financement participatif sous forme de prêts, le décret fixe les plafonds applicables aux prêts et aux emprunts. Il fixe les conditions d’honorabilité et de capacité professionnelle requises pour l’exercice de l’activité, les règles de bonne conduite applicables aux intermédiaires en financement participatif ainsi que les mentions qui doivent figurer sur les contrats type mis à disposition des prêteurs et des emprunteurs. Il prévoit des obligations allégées pour les intermédiaires en financement participatif qui présentent des appels aux dons. 
Le décret prévoit les conditions d’immatriculation des conseillers en investissements participatifs (CIP) et des intermédiaires en financement participatif (IFP) sur le registre unique géré par l’organisme pour le registre des intermédiaires en assurance (ORIAS). 
Il précise les règles applicables aux établissements de paiement qui bénéficient d’un régime prudentiel allégé, en matière de capital et de montant d’opérations de paiement qu’ils peuvent effectuer. 
Enfin, il comporte les dispositions applicables aux outre-mer.
Le texte entre en vigueur le 1er octobre 2014.
",
1336,"Le même jour, l’ACPR a publié la Position 2014-P-08 relative au placement non garanti et au financement participatif, qui reprend exactement les mêmes termes que la position AMF.
Les deux autorités ont, par ailleurs, publié conjointement un guide pour S’informer sur le nouveau cadre applicable au financement participatif (crowdfunding). Il rappelle le cadre réglementaire, et précise un certain nombre de points sous forme de questions / réponses, pour les différents acteurs concernés : opérateurs de plateforme de prêts ou de dons, opérateurs de plateforme permettant la souscription de titres, porteurs de projets recherchant des fonds, personne souhaitant participer au financement d’un projet.
",
1337,"Le GAFI a publié le 24 octobre 2014 une nouvelle déclaration publique actualisant les listes des pays non coopératifs.
- Concernant les « Juridictions présentant des défaillances stratégiques en matière de LCB/FT et n'ayant pas fait de progrès suffisants ou ne s'étant pas engagées à suivre un plan d’action élaboré avec le GAFI afin de remédier à leurs défaillances », les 6 pays listés en juin ont été reconduits. Deux présentent toujours des risques élevés : il s’agit de l’Iran et de la Corée du Nord.   Les quatre autres sont l’Algérie, l’Equateur, l’Indonésie et le Myanmar (Birmanie).
- La liste des « juridictions à haut risque et non coopératives ayant fait des progrès » comporte désormais 19 pays, la République coopérative de Guyane (Guyana) ayant été rajoutée à la liste de juin et la surveillance ayant été levée pour quatre juridictions : Cuba, Ethiopie, Tadjikistan, Turquie.
",
1338,"Arrêtés portant application des articles L562-1 ou L562-2 et suivants du code monétaire et financier
Dix-neuf arrêtés relatifs à des personnes physiques, morales, groupes, organismes et / ou entités, faisant l’objet d’un gel des avoirs, ont été publiés au Journal officiel de la République française au 2ème semestre 2014 :
- Arrêté du 2 juillet 2014, publié au JO le 04/07/2014
- Arrêté du 11 juillet 2014, publié au JO le 13/07/2014
- Arrêté du 23 juillet 2014, publié au JO du 25/07/2014
- Arrêté du 23 juillet 2014, publié au JO du 29/07/2014
- Arrêté du 25 juillet 2014, publié au JO le 29/07/2014
- Arrêté du 23 juillet 2014, publié au JO le 31/07/2014
- Arrêté du 1er août 2014, publié au JO le 02/08/2014
- Arrêté du 24 juillet 2014, publié au JO le 03/08/2014
- Deux arrêtés du 25 août 2014, publiés au JO le 27 août 2014
- Arrêté du 2 septembre 2014, publié au JO le 04/09/2014
- Arrêté du 1er septembre 2014, publié au JO le 05/09/2014
- Arrêté du 15 septembre 2014, publié au JO le 18/09/2014
- Arrêté du 29 septembre 2014, publié au JO le 30/09/2014
- Arrêté du 16 octobre 2014, publié au JO le 17/10/2014
- Arrêté du 17 octobre 2014, publié au JO le 21/10/2014
- Arrêté du 17 octobre 2014, publié au JO le 23/10/2014
- Arrêté du 29 octobre 2014, publié au JO le 31/10/2014
- Arrêté du 20 novembre 2014, publié au JO le 21/11/2014
Chaque arrêté peut être contesté dans les deux mois à compter de sa notification, soit par recours gracieux adressé au ministère de l’économie et des finances, soit par recours contentieux auprès du tribunal administratif de Paris.
",
1339,"Afin d’élargir leur champ d’application aux Conseillers en Investissement Participatif (CIP), l’AMF a mis à jour le 6 novembre 2014 les Positions – recommandations suivantes :
- DOC-2013-04 – Lignes directrices relatives à la tierce introduction en matière de lutte contre le blanchiment de capitaux et le financement du terrorisme ;
- DOC-2013-05 – Lignes directrices relatives à la notion de bénéficiaire effectif en matière de lutte contre le blanchiment des capitaux et le financement du terrorisme ;
- DOC-2010-22 – Lignes directrices en matière de lutte contre le blanchiment des capitaux et le
- financement du terrorisme ;
- DOC-2013-23 – Lignes directrices sur la notion de personne politiquement exposée en matière de lutte contre le blanchiment des capitaux et le financement du terrorisme.
",
1340,"L’AMF a publié le 20 novembre 2014 une mise à jour de ses Charte du contrôle et Charte de l’enquête. 
Les enquêtes portent sur tout fait susceptible de caractériser un abus de marché (opérations d’initiés, manipulations de cours, diffusions de fausses informations) ou, plus généralement, un manquement de nature à porter atteinte à la protection et à l’information des investisseurs ou au bon fonctionnement du marché. La Charte de l’enquête, mise à jour le 30 septembre 2014, précise un certain nombre de principes de bonne conduite que les enquêteurs de l’Autorité des marchés financiers appliquent, mais également les comportements qui sont attendus des personnes sollicitées au cours des investigations.
Les contrôles, quant à eux, ont pour objet de s’assurer du respect des obligations professionnelles auxquelles sont astreintes, les entités ou personnes visées à l’article L. 621-9 II du code monétaire et financier ainsi que les personnes physiques placées sous leur autorité ou agissant pour leur compte. La Charte du contrôle, mise à jour le 13 novembre 2014, expose les modalités d’exercice des missions de contrôle dans le contexte des dispositions législatives et réglementaires qui leur sont applicables et, au-delà de ces dispositions, précise les principes de bonne conduite suivis par les personnes en charge d’un contrôle et les comportements attendus des personnes sollicitées lors d’un contrôle.
",
1341,"La loi n°2014-1098 du 29 septembre 2014, publiée au Journal Officiel du 30 septembre, autorise l’approbation de l’accord entre le Gouvernement de la République française et le Gouvernement des Etats-Unis d’Amérique en vue d’améliorer le respect des obligations fiscales à l’échelle internationale et de mettre en œuvre la loi relative au respect des obligations fiscales concernant les comptes étrangers (dite « loi FATCA »).
L’accord signé le 14 novembre 2013 entre les deux pays constitue une annexe de cette loi, mais sera publié ultérieurement au Journal Officiel
",
1342,"L’Arrêté du 3 novembre 2014 modifiant l’arrêté du 5 mai 2009 relatif à l’identification, la mesure, la gestion et le contrôle du risque de liquidité, publié au JO du 5/11/2014, modifie l’arrêté du 5 mai 2009 pour tenir compte, d’une part, de la création des sociétés de financement et, d’autre part, de l’entrée en vigueur du paquet «CRD IV», composé de la directive 2013/36/UE du Parlement européen et du Conseil du 26 juin 2013 (directive «CRD IV») et du règlement (UE) n°575/2013 du Parlement européen et du Conseil du 26 juin 2013 (règlement «CRR»). Il prévoit notamment une augmentation de 75 % à 85 % du pourcentage appliqué aux créances d’affacturage d’une durée initiale inférieure ou égale à un an prises en compte au numérateur du coefficient de liquidité, et la suppression de l’obligation pour les établissements de crédit (mais pas pour les sociétés de financement, ces dernières n’étant pas soumises au droit européen) de respecter le coefficient de liquidité, lorsque l’exigence de couverture des besoins de liquidité sera applicable",
1343,"Le Règlement délégué (UE) n° 1187/2014 de la Commission du 2 octobre 2014 complétant le règlement (UE) n° 575/2013 du Parlement européen et du Conseil par des normes techniques de réglementation pour la détermination de l’exposition globale sur un client ou un groupe de clients liés dans le cas d’opérations comportant des actifs sous-jacents, publié le 7 novembre 2014, précise les conditions appliquées et méthodes utilisées pour déterminer l’exposition globale d’un établissement sur un client ou un groupe de clients liés à l’égard duquel l’établissement est exposé par l’intermédiaire d’opérations comportant des actifs sous-jacents et les conditions dans lesquelles la structure des opérations comportant des actifs sous-jacents ne constitue pas une exposition supplémentaire.",
1344,"Le Décret n° 2014-1315 du 3 novembre 2014 portant diverses dispositions d’adaptation au droit de l’Union européenne en matière financière et relatif aux sociétés de financement a été publié au JO du 5/11/2014. Il élargit aux sociétés de financement certaines exigences déjà applicables aux établissements de crédit notamment en matière de gouvernance, d’organisation et de contrôle interne, de politique et de pratiques de rémunération. Il définit les obligations des prestataires de services d’investissement autres que les sociétés de gestion de portefeuille en matière de gouvernance sur le cumul des mandats, l’organisation et le contrôle interne, les politiques et pratiques de rémunération et les comités spécialisés. Enfin, il définit les modalités de surveillance sur une base consolidée exercée par l’ACPR sur les établissements assujettis, et les relations avec les autorités des autres Etats membres concernés par les activités du groupe",
1345,"L'instruction 2014-I-14 du 29 septembre 2014 modifiant l'instruction 2012-I-01 relative à la procédure de demande d'avis portant sur la désignation des commissaires aux comptes et des contrôleurs spécifiques,  publiée par l’ACPR le 7 octobre 2014, modifie le champ d'application de l'instruction 2012-I-01, en ce qu'elle précise de nouvelles exceptions à son application. Par ailleurs, les demandes d'avis doivent dorénavant être envoyées par voie électronique, sauf pour les établissements monégasques qui demeurent assujettis aux dispositions prévues à l'article 6.",
1346,"L’AMF a publié le 30 octobre 2014 la Recommandation AMF 2014-13 relative à l’arrêté des comptes 2014, qui concerne les sociétés cotées et leurs commissaires aux comptes pour la clôture des comptes 2014. 
L’AMF, comme l’ESMA ou d’autres régulateurs européens, cherche à identifier avant chaque clôture annuelle les sujets qui, dans un contexte donné, lui paraissent être les plus importants afin d’alerter les sociétés cotées et leurs commissaires aux comptes et de contribuer ainsi à la présentation d’une information comptable et financière de qualité. Ces recommandations invitent les sociétés à être vigilantes sur les thématiques développées.
",
1347,"L’Arrêté du 3 novembre 2014 relatif à la surveillance complémentaire des conglomérats financiers, publié au JO du 5/11/2014, précise notamment la méthode d’identification d’un conglomérat, le calcul des fonds propres, les règles relatives à la concentration des risques, aux transactions intragroupe, aux procédures de gestion des risques et aux dispositifs de contrôle interne, ainsi que les modalités de désignation du coordonnateur",
1348,"L’Arrêté du 3 novembre 2014 relatif à la surveillance prudentielle sur base consolidée, publié au JO du 5/11/2014, précise les cas où l’ACPR exerce une surveillance sur une base consolidée.",
1349,"Le Décret n° 2014-1316 du 3 novembre 2014 portant diverses dispositions d’adaptation au droit de l’Union européenne en matière financière et relatif aux sociétés de financement, publié au JO du 5/11/2014, modifie le code monétaire et financier en ce qu’il introduit dans la partie réglementaire la distinction dorénavant faite entre établissement de crédit et société de financement.",
1350,"
L’Arrêté du 3 novembre 2014 relatif au contrôle interne des entreprises du secteur de la banque, des services de paiement et des services d’investissement soumises au contrôle de l’Autorité de contrôle prudentiel et de résolution, publié au JO du 5/11/2014, se substitue au règlement CRBF 97-02. Il intègre également les dispositions concernant la gouvernance de l’arrêté du 5 mai 2009 relatif à l’identification, la mesure, la gestion et le contrôle du risque de liquidité.
Conformément à la directive CRD IV et à l’ordonnance n° 2014-158 du 20 février 2014, les principales mesures d’application nouvelles créées par le présent arrêté ont trait à : 
- l’obligation pour les entreprises dont la taille de bilan excède cinq milliards d’euros de mettre en place deux comités, le comité des risques et le comité des nominations, en plus du comité des rémunérations créé par la directive CRD III; les dispositions relatives au comité d’audit dont la mise en place était facultative sont supprimées, les fonctions relatives au contrôle des risques qu’il assurait étant dévolues au comité des risques;
- au remplacement de la filière risque par la fonction de gestion des risques; 
- à la clarification des rôles respectifs attribués aux dirigeants effectifs et à l’organe de surveillance et notamment au renforcement des pouvoirs de ce dernier.
Le périmètre des risques cités est étendu par rapport au CRBF 97-02 aux risques de base, de dilution, de titrisation, de levier excessif, systémique et risque de modèle.
L’arrêté complète aussi les exigences en matière de mesure du risque de liquidité
",
1351,"Le Décret n° 2014-1530 du 17 décembre 2014 modifiant les règles d’investissements des entreprises d’assurances, des institutions de prévoyance, des mutuelles et de leurs unions dans les prêts à l’économie ou les titres assimilés, a été publié au Journal officiel du 19 décembre 2014. Il étend aux organismes relevant du code de la sécurité sociale et du code de la mutualité, les modifications apportées au code des assurances par le décret n° 2013-717 du 2 août 2013 modifiant certaines règles d’investissement des entreprises d’assurance. Il élargit également pour les trois codes le champ des créances admissibles à l’actif des fonds de prêts à l’économie. Pour les entreprises régies par le code des assurances, le décret élargit de manière équivalente le périmètre des prêts non garantis, à l’exception des créances sur les entreprises individuelles exerçant une activité commerciale, industrielle, agricole, artisanale ou immobilière. Il modifie également les règles visant à permettre l’admission de contrats financiers couvrant contre le risque de change au sein des fonds de prêts à l’économie et clarifie l’admissibilité dans les placements des entreprises d’assurance des prêts acquis sur le marché secondaire.",
1352,"Le Décret n° 2014-1685 du 29 décembre 2014 relatif à la résiliation à tout moment de contrats d’assurance et portant application de l’article L. 113-15-2 du code des assurances, définit les branches dont relèvent les contrats auxquels s’appliquent ce nouveau droit et ses modalités d’exercice. En particulier, il organise son articulation avec les autres droits de résiliation déjà prévus dans le code des assurances, et il établit les modalités spécifiques de résiliation pour les contrats d’assurances mentionnés au quatrième alinéa de l’article L. 113-15-2 (contrats d’assurance de responsabilité civile automobile et de responsabilité locative).",
1353,"L’Arrêté du 29 décembre 2014 relatif aux modalités d’information du consommateur pour l’exercice du droit de renonciation prévu à l’article L. 112-10 du code des assurances prévoit l’information du consommateur, avant la signature du contrat, par un encadré figurant de façon très apparente dans les documents précontractuels, sur la possibilité de renoncer à son contrat d’assurance affinitaire si un certain nombre de conditions sont réunies. Le modèle de cet encadré figure en annexe de l’arrêté.",
1354," L’Arrêté du 29 décembre 2014 relatif aux modalités d’information de l’assuré au moment du sinistre sur la faculté de choisir le réparateur professionnel auquel il souhaite recourir prévue à l’article L. 211-5-1 du code des assurances organise les modalités selon lesquelles la faculté de libre choix du réparateur automobile est rappelée à l’assuré au moment du sinistre. Il prévoit ainsi que cette faculté est rappelée à l’assuré par tout professionnel dès la survenance du sinistre, notamment à travers le constat européen d’accident. Il garantit en outre la traçabilité de l’information lorsque celle-ci est délivrée oralement, en prévoyant l’envoi d’une confirmation écrite.",
1355,"L’EIOPA (AEAPP - Autorité européenne des assurances et des pensions professionnelles) a publié le 20 octobre 2014 des Orientations sur l’utilisation de l’identifiant d’entité juridique (LEI – Legal Entity Identifier). Elles visent à faciliter l’utilisation des codes LEI en tant qu’identifiants uniques pour les entreprises et groupes d’assurance et de réassurance ainsi que pour les institutions de retraite professionnelle relevant du champ de surveillance des autorités nationales compétentes. 
Le LEI est un code alphanumérique de 20 caractères auquel sont attachées des informations essentielles permettant l’identification claire et univoque des sociétés opérant sur les marchés financiers internationaux. Il est notamment utilisé dans le cadre des reporting dus au titre de la réglementation EMIR. Ces orientations peuvent donc être utilisées par tout établissement concerné par l’obtention d’un LEI aux fins de reporting aux autorités compétentes.
",
1356,"L’ESMA a mis à jour une nouvelle fois son document Questions and Answers - Implementation of the Regulation (EU) N° 648/2012 on OTC derivatives, central counterparties and trade repositories (EMIR), le 24 octobre 2014. Cette mise à jour inclut de nouveaux conseils sur la déclaration des opérations à des référentiels centraux ainsi qu’un tableau de validation.
Les principales précisions apportées concernent des questions sur les référentiels centraux :
- Reporting des positions en suspens après l’entrée en vigueur d’EMIR (saisie a posteriori)
- Codes
- Reporting aux référentiels centraux : 
o génération des UTI
o champs vides
o indicateurs d’achat / vente pour les swaps
- Accès aux données pour les autorités
- Transactions terminées avant l’échéance de reporting
- Transactions de blocs et allocations
Par ailleurs, la liste des Chambres de compensation ayant reçu l’agrément de l’ESMA dans le cadre de la réglementation EMIR a été élargie à 2 autres CCP au 4ème trimestre 2014 (Source : site Internet de l’ESMA) 
",
1357,"L’Arrêté du 26 décembre 2014 portant homologation des règlements n° 2014-05 du 2 octobre 2014, n° 2014-06 du 2 octobre 2014 et n° 2014-07 du 26 novembre 2014 de l’Autorité des normes comptables, a été publié au Journal officiel du 31 décembre 2014. Il homologue le règlement n° 2014-05 du 2 octobre 2014 relatif à la comptabilisation des terrains de carrières et des redevances de fortage, le règlement n° 2014-06 du 2 octobre 2014 relatif aux règles comptables applicables aux organismes de placement collectif immobilier, et le règlement n° 2014-07 du 26 novembre 2014 relatif aux comptes des entreprises du secteur bancaire.",
1358,"Le GAFI a publié le 24 octobre 2014 une nouvelle déclaration publique actualisant les listes des pays non coopératifs.
- Concernant les « Juridictions présentant des défaillances stratégiques en matière de LCB/FT et n'ayant pas fait de progrès suffisants ou ne s'étant pas engagées à suivre un plan d’action élaboré avec le GAFI afin de remédier à leurs défaillances », les 6 pays listés en juin ont été reconduits. Deux présentent toujours des risques élevés : il s’agit de l’Iran et de la Corée du Nord.   Les quatre autres sont l’Algérie, l’Equateur, l’Indonésie et le Myanmar (Birmanie).
- La liste des « juridictions à haut risque et non coopératives ayant fait des progrès » comporte désormais 19 pays, la République coopérative de Guyane (Guyana) ayant été rajoutée à la liste de juin et la surveillance ayant été levée pour quatre juridictions : Cuba, Ethiopie, Tadjikistan, Turquie.
",
1359,"L’Instruction n° 2014-I-08 du 22 août 2014 relative à la transmission à l'Autorité de contrôle prudentiel et de résolution de documents prudentiels, prévoit que les établissements assujettis établissent les documents contenus dans le règlement d’exécution (UE) n° 680/2014 de la Commission du 16 avril 2014",
1360,"L’Instruction n° 2014-I-09 du 22 août 2014 porte abrogation ou modification de plusieurs instructions :
o Modification de l’instruction n° 2009-01 relative à la mise en place du système unifié de rapport financier
o Modification de l’instruction n° 93-01 relative à la transmission à l'Autorité de contrôle prudentiel de comptes annuels, de documents prudentiels ainsi que d’informations diverses
o Abrogation des instructions n° 2011-I-08 relative aux engagements liés à l’activité bancaire internationale, n° 2000-07 relative au contrôle des grands risques et des risques bruts et n° 2007-02 relative aux exigences de fonds propres applicables aux établissements de crédit et aux entreprises d’investissement
",
1361,"L’Arrêté du 9 septembre 2014 portant application du titre Ier de la loi n° 2013-672 du 26 juillet 2013 de séparation et de régulation des activités bancaires, publié au JO du 3 octobre 2014, précise un certain nombre de points en termes de classification, de seuils, de contrôle permanent et d’informations à communiquer à l’ACPR. Cette classification comprend notamment la description des activités exercées et des effectifs dédiés, d’une part, aux opérations sur instruments financiers, d’autre part, à la commercialisation et enfin à la structuration et à la tenue de marché.",
1362,"L’ACPR a publié le 7 octobre 2014 l’Instruction n° 2014-I-13 remplaçant l’instruction n° 2012-I-05 du 13 novembre 2012 relative à la collecte d’informations sur les rémunérations. Cette instruction a été mise à jour dans le cadre de l'entrée en vigueur de CRD IV. Elle précise les informations à transmettre à l’ACPR, la fréquence de collecte des données et la date de remise. Elle est complétée de 4 annexes qui sont les états de remise. Les données doivent être transmises une fois par an, avant la fin juin, sous forme dématérialisée.",
1363,"L’Instruction n° 2014-I-15 du 14 novembre 2014 modifiant l’instruction n° 93-01 de la Commission bancaire relative à la transmission de comptes annuels, de documents prudentiels ainsi que d’informations diverses a été publiée par l’ACPR le 19 novembre 2014. Elle rajoute les établissements de monnaie électronique aux établissements assujettis. ",
1364,"Le Règlement délégué (UE) n° 1151/2014 de la Commission du 4 juin 2014 complétant la directive 2013/36/UE du Parlement européen et du Conseil par des normes techniques de réglementation concernant les informations à notifier lors de l'exercice du droit d'établissement et de la libre prestation de services a été publié au Journal officiel de l'Union européenne le 30 octobre 2014. Il est obligatoire dans tous ses éléments et directement applicable dans tout État membre.  Il précise les informations à notifier aux autorités compétentes :
- pour l'exercice du droit d'établissement d’une succursale,
- en cas de modification des renseignements relatifs à la succursale ou de cessation d'exploitation d'une succursale,
- pour l’exercice de la libre prestation de services
",
1365,"Le Décret n°2014-1357 du 13 novembre 2014 relatif au contrôle de l’honorabilité et de la compétence des dirigeants et des membres des organes collégiaux dans les organismes d’assurance, les établissements de crédit, les sociétés de financement, les entreprises d’investissement autres que les sociétés de gestion de portefeuille, les compagnies financières holding, les compagnies financières holding mixtes et les entreprises mères de société de financement a été publié au Journal officiel le 15 novembre 2014, et entre en vigueur le 1er janvier 2015. Il précise les modalités de contrôle de l’honorabilité et de la compétence des dirigeants et des membres des organes collégiaux dans les organismes d’assurance, les établissements de crédit, les sociétés de financement, les entreprises d’investissement autres que les sociétés de gestion de portefeuille, les compagnies financières holding, les compagnies financières holding mixtes et les entreprises mères de société de financement (délais de notification à l’Autorité de contrôle prudentiel et de résolution, procédure contradictoire, procédure d’avis, critères de contrôle de la compétence collective).",
1366,"L’Arrêté du 22 décembre 2014 modifiant le règlement n° 96-16 du 20 décembre 1996 relatif aux modifications de situation des établissements de crédit et des entreprises d’investissement autres que les sociétés de gestion de portefeuille, publié le 30 décembre 2014, précise qu’au sein des établissements de crédit, des sociétés de financement ou des entreprises d’investissement affiliés à un organe central, le dossier de notification de la nomination ou du renouvellement, d’une part, des membres du conseil d’administration, du conseil de surveillance ou de tout autre personne ou organe exerçant des fonctions équivalentes et, d’autre part, des membres du directoire ou de tout autre dirigeant doit être transmis à l’ACPR par l’intermédiaire de l’organe central.",
1367,"l’Instruction n° 2014-I-16 a a publié le 16 décembre 2014  modifiant l’instruction n° 2011-I-06 relative au ratio de couverture des sociétés de crédit foncier et des sociétés de financement de l’habitat, prévoit que l’état « Éléments de calcul du ratio de couverture et de contrôles des limites » doit être établi quatre fois par an sur la base des chiffres arrêtés au 31 mars, au 30 juin, au 30 septembre et au 31 décembre, signé électroniquement par un dirigeant responsable, dans les trois mois suivant la date d’arrêté. L’annexe 1 donne une version actualisée de cet état. Des dispositions sont rajoutées sur les « Éléments de calcul de la limite de l’exposition à l’actif sur les entreprises liées ».",
1368," l’Instruction n° 2014-I-17 a a publié le 16 décembre 2014  relative aux états réglementaires mentionnés à l’article 10 du règlement CRBF n° 99-10 du 9 juillet 1999, prévoit d’adresser 4 fois par an à l’ACPR les états figurant en annexe.",
1369,"L’Arrêté du 19 décembre 2014 a été publiés au Journal officiel du 24 décembre 2014  relatif aux obligations de publication des indicateurs de mesure du caractère systémique concerne les établissements de crédit, certaines entreprises d’investissement, les compagnies financières holding et les compagnies financières holding mixtes permet la déclinaison en France des orientations de l’Autorité bancaire européenne relatives à la publication des indicateurs du caractère systémique. Ces orientations étendent les obligations de publication applicables aux établissements d’importance systémique mondiale aux entreprises assujetties présentant plus de 200 milliards d’exposition au titre du ratio de levier",
1370,"L’Arrêté du 19 décembre 2014 a été publiés au Journal officiel du 24 décembre 2014  concernant la publication d’informations relatives aux actifs grevés définit ce qu’est un actif grevé, et précise les informations relatives aux actifs grevés et non grevés par produit que les entreprises assujetties doivent publier en utilisant les canevas annexés,  au moins une fois par an, en même temps que les états financiers et au plus tard six mois après la date de référence des états financiers.",
1371,"Le Décret n° 2014-1657 du 29 décembre 2014 pris pour l’application de l’article L. 511-45 du code monétaire et financier publié le 30 décembre 2014 au Journal officiel, contribue à la transposition de la directive 2013/36/UE concernant l’accès à l’activité des établissements de crédit et la surveillance prudentielle des établissements de crédit et des entreprises d’investissement (article 89). Il précise les conditions dans lesquelles les établissements de crédit, compagnies financières holding, compagnies financières holding mixtes et entreprises d’investissement publient les informations relatives à leurs implantations pays par pays, sous la forme de tableaux. Ces informations, contenues dans le rapport de gestion et les comptes annuels, doivent également être mises gratuitement à disposition du public sur le site internet de l'établissement assujetti, dans un délai de huit mois à compter de la clôture de l'exercice et pendant cinq ans",
1372,"L’Arrêté du 3 novembre 2014 relatif à l’agrément des établissements de crédit, des sociétés de financement, des établissements de paiement et des établissements de monnaie électronique a été publié au JO du 5/11/2014. Il procède à une partie de la transposition de la directive CRD IV. Il précise les informations qui doivent être indiquées lors d’une demande d’agrément par un EC ou une EI, en ce qui concerne l’identité de ses apporteurs de capitaux, directs ou indirects, personnes physiques ou morales, détenant une participation qualifiée, et le montant de leur participation.",
1373,"Le Règlement délégué (UE) n° 1152/2014 de la Commission du 4 juin 2014 complétant la directive 2013/36/UE du Parlement européen et du Conseil par des normes techniques de réglementation précisant la méthode à utiliser pour déterminer la localisation géographique des expositions de crédit pertinentes aux fins du calcul du taux de coussin de fonds propres contra-cyclique spécifique à l'établissement a été publié au Journal officiel de l'Union européenne le 30 octobre 2014.
Le calcul du taux de coussin de fonds propres contra-cyclique spécifique à l'établissement impose de déterminer la localisation géographique des exigences de fonds propres pour toutes les expositions de crédit de cet établissement, y compris les expositions incluses dans le portefeuille de négociation et toutes les expositions de titrisation.
Dans ce cadre, le règlement définit la localisation géographique à retenir d’une manière générale en fonction des types d’expositions de crédit. Il précise également la localisation géographique à retenir dans certains cas particuliers : expositions relevant du portefeuille de négociation, expositions de titrisation.
",
1374,"L’Arrêté du 3 novembre 2014 relatif aux coussins de fonds propres des prestataires de services bancaires et des entreprises d’investissement autres que des sociétés de gestion de portefeuille a été publié au JO du 5/11/2014. 
Il précise les exigences de coussin de conservation de fonds propres, de coussin de fonds propres contra-cyclique et ses modalités de calcul, de coussin pour les établissements d’importance systémique mondiale et autres établissement d’importance systémique, et de coussin pour le risque systémique. 
Il précise également les restrictions applicables à la distribution à travers le calcul d’un montant maximum distribuable à communiquer à l’ACPR, et les modalités de définition et de communication à l’ACPR d’un plan de conservation pour les établissements qui ne satisferaient pas aux exigences de coussin de fonds propres. 
",
1375,"L’Arrêté du 3 novembre 2014 relatif au processus de surveillance prudentielle et d’évaluation des risques des prestataires de services bancaires et des entreprises d’investissement autres que les sociétés de gestion de portefeuille, publié au JO du 5/11/2014, précise notamment le processus d’évaluation de l’adéquation du capital interne, et les approches internes pour le calcul des exigences de fonds propres. ",
1376,"Le Règlement délégué (UE) n° 1222/2014 de la Commission du 8 octobre 2014 complétant la directive 2013/36/UE du Parlement européen et du Conseil par des normes techniques de réglementation précisant la méthodologie selon laquelle les établissements d'importance systémique mondiale sont recensés ainsi que la méthodologie applicable à la définition des sous-catégories d'établissements d'importance systémique mondiale a été publié le 15 novembre 2014 et s’applique à compter du 1er janvier 2015. Il précise la méthodologie conformément à laquelle l'autorité l'«autorité pertinente» d'un État membre recense, sur une base consolidée, une entité pertinente comme étant un établissement d'importance systémique mondiale (EISm) et la méthodologie pour la définition des sous-catégories d'EISm et l'affectation des EISm à ces sous-catégories sur la base de leur importance systémique ainsi que, dans le cadre de la méthodologie, les délais et données à utiliser pour le recensement.",
1377,"Le Règlement d’exécution (UE) n°1317/2014 de la Commission du 11 décembre 2014 sur la prorogation des périodes de transition concernant les exigences de fonds propres pour les expositions sur une contrepartie centrale prévues dans les règlements (UE) n° 575/2013 et (UE) n° 648/2012 du Parlement européen et du Conseil a été publié le 12 décembre au Journal officiel de l’UE. Il a été décidé de proroger de 6 mois supplémentaires la période de transition pour les exigences de fonds propres des contreparties centrales (CCP) au titre de la réglementation EMIR, l’échéance passant du 15 décembre 2014 au 15 juin 2015",
